color,sentence
purple,"113. Miller separated photosynthesis membranes from the purple bacterium, Rhodopseudomonas viridis, and has now determined their 3-D structure by electron microscopy."
purple,114. Ling At this time of year the moors turn purple with the flowering of heathers.
purple,"115. The maple that was red and purple is totally bare now, just across the clearing."
purple,"116. His cheeks bulged, and his face turned purple with rage."
purple,117. Often looks rather besotted with a congested mottled and purple face; a bloated face but not oedema.
purple,118. He had been staring up at the deep purple blanket with tiny freckles of stars and wisps of cloud hovering.
purple,119. His rich dark hair flowed down over a purple cloak that covered his strong shoulders.
purple,120. The child had worn a purple suit with a lace collar.
purple,"121. Her old scarf, purple rayon printed with black flowers, she would demote to second-best."
purple,122. There was a purple swelling rising on his broken cheekbone.
purple,"123. It was a beautiful California day, and the jacarandas were in full purple bloom."
purple,"124. Even the hipsters - a purple and blue check, with a wide black plastic belt - had been preserved."
purple,125. His hair was sticky with blood and a purple bruise was spreading across his temple.
purple,"126. A television set was placed at the end of the purple couch, right at arm level."
purple,"127. I remember we had purple capes, little brown G-strings and crowns with feathers."
purple,"128. Even in Britain people noticed dazzling, lingering sunsets last winter which left a distinctive purple afterglow."
purple,129. A bank of purple neons had begun to flash on the dashboard.
purple,"130. Then they wrapped them in warm purple mantles over fine tunics, and conducted them to the banquet hall."
purple,131. The braiding neatly divides my sample into a purple top half and a bottle green lower half.
purple,"132. Suspended from the ceiling just behind the white marble altar, the cross is backed by a swath of deep purple fabric."
purple,133. The hipbelt's purple padding is deeply grooved at the sides so that it makes contact with the body.
purple,134. It was a shabby army-surplus shoulder-bag which some one had painstakingly embroidered with purple stars.
purple,"135. The surrounding area is very beautiful with gentle hills(sentencedict.com), waterfalls and purple heather."
purple,"136. The rest is a dark drift of smouldering purple, hanging in the air like smoke from a pyre of burning shoe-gazers."
purple,137. In it was one of Madge's pale purple envelopes with Lily's new name written boldly across it in purple ink.
purple,138. Have each student dip a cotton swab in purple grape juice and rub it over the paper.
purple,"139. Buttercups, daisies, cranesbill, the red purple of clover, all were pushing through the new grass of the meadows."
purple,"140. I stroked my purple cake, and a bruise-colored cat and then a brown stick cat darted out."
purple,"141. Barney Orlansky was purple and gold from head to toe -- hat, shirt and high-top shoes in Lakers colors."
purple,142. The color of the body is a deep blue to purple and that of the head a bright orange-yellow.
purple,"143. There were myriad purple finches, goldfinches, red polls, and pine siskins."
purple,"144. The female hazelnut flowers have extended their tiny purple tongues, but the male flowers resemble those of the alders."
purple,145. Seven or eight months pregnant with bruised arms and a purple bruise round her eyes.
purple,"146. The sky hung low, a cloudy canvas with swirls of dark purple and stormy greys."
purple,"147. Purple Label sportswear is filled with chocolate-colored suede trench coats, gray pinstriped cashmere slacks, cashmere sweaters and cashmere overcoats."
purple,"148. His face was a mass of purple bruises, his lips swollen and split and his eyes lost behind puffy tissue."
purple,"149. It is said that Scheiner, on hearing this in a Rome bookshop, turned purple and shook violently."
purple,"150. The ploughed fields were purple and Ambadji, larger now but still riding the horizon, was blue on pale pink."
purple,"151. You could actually use purple, alizarin crimson, you see incredibly pallid complexions with red bits."
purple,"152. Amid all the purple, there was cardinal and gold, spilling from guts and pouring from hearts."
purple,153. Red and purple salvias blend well to give a sense of harmony in the garden.
purple,"154. Dolomite is stained purple, calcite is unstained in the alkaline solution."
purple,155. I banged into the shelf so hard that I got an ugly purple bruise on my hip.
purple,156. She was wearing a deep purple traveling dress with a high collar.
purple,157. He was however grateful to her for curing him; he had not had to use the purple crystals again.
purple,158. Planted near deep blue flowers or purple foliage the effect is absolutely ravishing.
purple,"159. The purple girl, now in black, stood by the fence smoking greedily."
purple,"160. Her hair is wild black grass, diluted to purple across her brow."
purple,161. Or in autumn when purple moorland takes on a blanket of golden patchwork.
purple,162. From a high dune vantage point one can only look in awe at the purple dappled carpet spread out below.
purple,163. Her bottom lip is fat and purple and there's a split down the middle.
purple,164. I'm looking for a deeper shade of purple to paint the bedroom.
purple,165. McVeigh wore a purple shirt with a flak jacket beneath it and brown slacks.
purple,"166. Ferroan calcite Varying through mauve, purple to royal blue with increasing Fe content."
purple,"167. Mr Rolleman was lying almost at her feet, his eyes staring blindly upward from a face of ghastly purple."
purple,"168. Brown and gold among the green, purple flowers, the gorse in sunny dumps."
purple,169. Would Johnson be wearing purple Nikes and signing seven-figure contracts if it were not for Lewis?
purple,"170. It was cool and fresh in the summer, the back yard blooming with wallflowers and purple bells."
purple,"171. A nesting cormorant glared at us with green eyes, its black feathers glossed with a purple sheen."
purple,172. All three are quite similar with a pastel range of pink and purple flowers as well as white and cream.
purple,"173. A pink pillar-box hat was perched precariously on her head, and pinned to its side was a large artificial purple flower."
purple,174. I skirted the dike district too - or at any rate two big chicks denied me entry to their purple sanctum.
purple,175. The plant has a brilliant purple floweret.
purple,"176. Limpid and garnet-coloured, darkened by purple tints."
purple,177. Fields are full of white and purple clover.
purple,178. His purple wings flit once across thy smile.
purple,179. You might ask: what does color theory have to say about purple?
purple,180. There was a rich man who was clothed in purple and fine linen and who feasted sumptuously every day.
purple,"181. Methods Divided the sublingual veins into normal and thick, curved, petechia or purple net-like."
purple,"182. with him was Oholiab son of Ahisamach, of the tribe of Dan-a craftsman and designer, and an embroiderer in blue, purple and scarlet yarn and fine linen."
purple,"183. If you see purple checkerboards , missing weapon models, or missing world models please see the Verifying GCF Cache Files topic for troubleshooting instructions."
purple,"184. His toilet lid is wrapped in aqua chiffon with a purple feather boa border and the room is decorated with flower petals and a picture of Pierre's girlfriend, Gigi."
