,0
2813,"When a warm rain in the middle of the winter melts off the snow-ice from Walden, and leaves a hard dark or transparent ice on the middle, there will be a strip of rotten though thicker white ice, a rod or more wide, about the shores, created by this reflected heat"
2814,"On the th of March, after I had heard the bluebird, song-sparrow, and red-wing, the ice was still nearly a foot thick"
2815,"At length the sun’s rays have attained the right angle, and warm winds blow up mist and rain and melt the snow banks, and the sun dispersing the mist smiles on a checkered landscape of russet and white smoking with incense, through which the traveller picks his way from islet to islet, cheered by the music of a thousand tinkling rills and rivulets whose veins are filled with the blood of winter which they are bearing off"
2816,"It precedes the green and flowery spring, as mythology precedes regular poetry"
2817,"At the approach of spring the red-squirrels got under my house, two at a time, directly under my feet as I sat reading or writing, and kept up the queerest chuckling and chirruping and vocal pirouetting and gurgling sounds that ever were heard;"
2818,"The faint silvery warblings heard over the partially bare and moist fields from the blue-bird, the song-sparrow, and the red-wing, as if the last flakes of winter tinkled as they fell!"
2819,"not yellow but green is the color of its flame;—the symbol of perpetual youth, the grass-blade, like a long green ribbon, streams from the sod into the summer, checked indeed by the frost, but anon pushing on again, lifting its spear of last year’s hay with the fresh life below"
2820,"It is almost identical with that, for in the growing days of June, when the rills are dry, the grass blades are their channels, and from year to year the herds drink at this perennial green stream, and the mower draws from it betimes their winter supply"
2821,"So our human life but dies down to its root, and still puts forth its green blade to eternity"
2822,"where yesterday was cold gray ice there lay the transparent pond already calm and full of hope as in a summer evening, reflecting a summer evening sky in its bosom, though none was visible overhead, as if it had intelligence with some remote horizon"
2823,"In April the pigeons were seen again flying express in small flocks, and in due time I heard the martins twittering over my clearing, though it had not seemed that the township contained so many that it could afford me any, and I fancied that they were peculiarly of the ancient race that dwelt in hollow trees ere white men came"
2824,"On the third or fourth of May I saw a loon in the pond, and during the first week of the month I heard the whippoorwill, the brown-thrasher, the veery, the wood-pewee, the chewink, and other birds"
2825,"Even in Calidas’ drama of Sacontala, we read of “rills dyed yellow with the golden dust of the lotus"
2826,Is not our own interior white on the chart?
2827,"black though it may prove, like the coast, when discovered"
2828,"Southern customers objected to its blue color, which is the evidence of its purity, as if it were muddy, and preferred the Cambridge ice, which is white, but tastes of weeds"
2829,"Shall we with pains erect a heaven of blue glass over ourselves, though when it is done we shall be sure to gaze still at the true ethereal heaven far above, as if the former were not?"
2830,"Who knows what beautiful and winged life, whose egg has been buried for ages under many concentric layers of woodenness in the dead dry life of society, deposited at first in the alburnum of the green and living tree, which has been gradually converted into the semblance of its well-seasoned tomb,—heard perchance gnawing out now for years by the astonished family of man, as they sat round the festive board,—may unexpectedly come forth from amidst society’s most trivial and handselled furniture, to enjoy its perfect summer life at last!"
